Release_Year,EventGroup_strTitle,Event_dtmReleaseDate
2016,Almost Christmas,18/11/2016 00:00:00
2016,Boonville Redemption,18/11/2016 00:00:00
2016,Fantastic Beasts And Where To Find Them,18/11/2016 00:00:00
2016,Loving,18/11/2016 00:00:00
2016,Manchester By The Sea,18/11/2016 00:00:00
2016,Shut In,18/11/2016 00:00:00
2016,The Take,18/11/2016 00:00:00
2016,Arrival,25/11/2016 00:00:00
2016,As You Are,25/11/2016 00:00:00
2016,Beyond Skyline,25/11/2016 00:00:00
2016,I Am Not A Serial Killer,25/11/2016 00:00:00
2016,King Cobra,25/11/2016 00:00:00
2016,Nerve,25/11/2016 00:00:00
2016,City of Dead Men,02/12/2016 00:00:00
2016,Imperium,02/12/2016 00:00:00
2016,Moana,02/12/2016 00:00:00
2016,The Eyes of My Mother,02/12/2016 00:00:00
2016,The Love Witch,02/12/2016 00:00:00
2016,The Sea of Trees,02/12/2016 00:00:00
2016,Underworld: Blood Wars,02/12/2016 00:00:00
2016,Deepwater Horizon,09/12/2016 00:00:00
2016,Hands Of Stone,09/12/2016 00:00:00
2016,Kill Ratio,09/12/2016 00:00:00
2016,La La Land,09/12/2016 00:00:00
2016,Office Christmas Party,09/12/2016 00:00:00
2016,Alone In Berlin,16/12/2016 00:00:00
2016,Collateral Beauty,16/12/2016 00:00:00
2016,Don't Think Twice,16/12/2016 00:00:00
2016,Exit Thread,16/12/2016 00:00:00
2016,Hacksaw Ridge,16/12/2016 00:00:00
2016,Man Down,16/12/2016 00:00:00
2016,Paterson,16/12/2016 00:00:00
2016,Rogue One: A Star Wars Story,16/12/2016 00:00:00
2016,The Hollow Point,16/12/2016 00:00:00
2016,Dangal,23/12/2016 00:00:00
2016,The Great Gilly Hopkins,23/12/2016 00:00:00
2016,Assassin's Creed,30/12/2016 00:00:00
2016,Sing,30/12/2016 00:00:00
2016,Snow Ride and Horror Show,30/12/2016 00:00:00
2017,DONT USE,01/01/2017 00:00:00
2017,Surgical Strike,01/01/2017 00:00:00
2017,Art Universe,03/01/2017 00:00:00
2017,Chiang Mai Deep Trip,03/01/2017 00:00:00
2017,Magic Island,03/01/2017 00:00:00
2017,Rosetta,03/01/2017 00:00:00
2017,Samskara,03/01/2017 00:00:00
2017,Solar System: A Wonderful Journey,03/01/2017 00:00:00
2017,The Snowflake Adventure,03/01/2017 00:00:00
2017,Threat From Space,03/01/2017 00:00:00
2017,Treasures Of The Universe,03/01/2017 00:00:00
2017,100 Streets,06/01/2017 00:00:00
2017,A Monster Calls,06/01/2017 00:00:00
2017,Allied,06/01/2017 00:00:00
2017,Friend Request,06/01/2017 00:00:00
2017,Goon: Last of the Enforcers,06/01/2017 00:00:00
2017,Nocturnal Animals,06/01/2017 00:00:00
2017,Passengers,06/01/2017 00:00:00
2017,The Autopsy of Jane Doe,06/01/2017 00:00:00
2017,Live By Night,13/01/2017 00:00:00
2017,Monster Trucks,13/01/2017 00:00:00
2017,xXx: Return Of Xander Cage,14/01/2017 00:00:00
2017,Boyka: Undisputed,17/01/2017 00:00:00
2017,The Bye Bye Man,20/01/2017 00:00:00
2017,The Crew,20/01/2017 00:00:00
2017,The Founder,20/01/2017 00:00:00
2017,Dinosaur Adventure,03/02/2017 00:00:00
2017,Kung Fu Yoga,03/02/2017 00:00:00
2017,Miss Sloane,03/02/2017 00:00:00
2017,Resident Evil: The Final Chapter,03/02/2017 00:00:00
2017,The Great Wall,03/02/2017 00:00:00
2017,The House of Dead Horror,03/02/2017 00:00:00
2017,Why Him?,03/02/2017 00:00:00
2017,Rings,10/02/2017 00:00:00
2017,The Space Between Us,10/02/2017 00:00:00
2017,A Cure For Wellness,17/02/2017 00:00:00
2017,Hidden Figures,17/02/2017 00:00:00
2017,John Wick 2,17/02/2017 00:00:00
2017,Moonlight,17/02/2017 00:00:00
2017,Silence,17/02/2017 00:00:00
2017,The LEGO Batman Movie,17/02/2017 00:00:00
2017,Jackie,23/02/2017 00:00:00
2017,Get Out,24/02/2017 00:00:00
2017,Guardians The Superheroes,24/02/2017 00:00:00
2017,"Life, Animated",24/02/2017 00:00:00
2017,Lion,24/02/2017 00:00:00
2017,Split,24/02/2017 00:00:00
2017,Veeram,24/02/2017 00:00:00
2017,Flight of Fancy,27/02/2017 00:00:00
2017,Logan,03/03/2017 00:00:00
2017,Patriots Day,03/03/2017 00:00:00
2017,Kong: Skull Island,10/03/2017 00:00:00
2017,Anon,15/03/2017 00:00:00
2017,Beauty And The Beast,17/03/2017 00:00:00
2017,Before I Fall,17/03/2017 00:00:00
2017,Mantra,17/03/2017 00:00:00
2017,CHIPS,24/03/2017 00:00:00
2017,Life,24/03/2017 00:00:00
2017,Little Hours,30/03/2017 00:00:00
2017,A Dog's Purpose,31/03/2017 00:00:00
2017,A Last Conjuring,31/03/2017 00:00:00
2017,Power Rangers,31/03/2017 00:00:00
2017,The Boss Baby,31/03/2017 00:00:00
2017,The Salesman (Farsi with Eng subs),31/03/2017 00:00:00
2017,Colossal,07/04/2017 00:00:00
2017,Ghost In The Shell,07/04/2017 00:00:00
2017,Going in Style,07/04/2017 00:00:00
2017,Kaatru Veliyidai,07/04/2017 00:00:00
2017,Mine,07/04/2017 00:00:00
2017,Planet of Avatar,07/04/2017 00:00:00
2017,The Bodyguard,07/04/2017 00:00:00
2017,Their Finest,07/04/2017 00:00:00
2017,Fast And Furious 8,13/04/2017 00:00:00
2017,Aftermath,14/04/2017 00:00:00
2017,Lighthouse Keeper,14/04/2017 00:00:00
2017,Railroad Tigers,14/04/2017 00:00:00
2017,Stagecoach: The Texas Jack Story,14/04/2017 00:00:00
2017,Smurfs: The Lost Village,21/04/2017 00:00:00
2017,Sonata,21/04/2017 00:00:00
2017,The Zookeeper's Wife,21/04/2017 00:00:00
2017,Unforgettable,21/04/2017 00:00:00
2017,Sleight,28/04/2017 00:00:00
2017,The Promise,28/04/2017 00:00:00
2017,Voice From The Stone,28/04/2017 00:00:00
2017,Guardians of the Galaxy Vol. 2,05/05/2017 00:00:00
2017,Alien: Covenant,12/05/2017 00:00:00
2017,Diary of a Wimpy Kid:The Long Haul,12/05/2017 00:00:00
2017,King Arthur: Legend of the Sword,12/05/2017 00:00:00
2017,The Lovers,12/05/2017 00:00:00
2017,Devil's Domain,19/05/2017 00:00:00
2017,"Everything, Everything",19/05/2017 00:00:00
2017,The Circle,19/05/2017 00:00:00
2017,The Sense of An Ending,19/05/2017 00:00:00
2017,Pirates of the Caribbean: Salazar's Revenge,26/05/2017 00:00:00
2017,Sachin: A Billion Dreams,26/05/2017 00:00:00
2017,The Lost City Of Z,26/05/2017 00:00:00
2017,A Death In The Gunj,02/06/2017 00:00:00
2017,Baywatch,02/06/2017 00:00:00
2017,Wonder Woman,02/06/2017 00:00:00
2017,The Truman Show,05/06/2017 00:00:00
2017,Le Musk,09/06/2017 00:00:00
2017,My Cousin Rachel,09/06/2017 00:00:00
2017,The Mummy,09/06/2017 00:00:00
2017,World War Z 2,09/06/2017 00:00:00
2017,Bodom,15/06/2017 00:00:00
2017,All Eyez On Me,16/06/2017 00:00:00
2017,Cars 3 ,16/06/2017 00:00:00
2017,Despicable Me 3,16/06/2017 00:00:00
2017,Hunter's Prayer,16/06/2017 00:00:00
2017,Once Upon a Time in Venice,16/06/2017 00:00:00
2017,Rough Night,16/06/2017 00:00:00
2017,The Book of Henry,16/06/2017 00:00:00
2017,Life 70mm: The Only Way Out Is In,21/06/2017 00:00:00
2017,47 Meters Down,23/06/2017 00:00:00
2017,Ripped,23/06/2017 00:00:00
2017,The Bad Batch,23/06/2017 00:00:00
2017,The Beguiled,23/06/2017 00:00:00
2017,Baby Driver,30/06/2017 00:00:00
2017,Dead Awake,30/06/2017 00:00:00
2017,The Big Sick,30/06/2017 00:00:00
2017,The House,30/06/2017 00:00:00
2017,Transformers: The Last Knight,30/06/2017 00:00:00
2017,Free Fire,07/07/2017 00:00:00
2017,Incarnate,07/07/2017 00:00:00
2017,It Comes at Night,07/07/2017 00:00:00
2017,Ouija 2,07/07/2017 00:00:00
2017,Prevenge,07/07/2017 00:00:00
2017,Same Kind of Different as Me,07/07/2017 00:00:00
2017,Spider-Man: Homecoming,07/07/2017 00:00:00
2017,Dont Use,14/07/2017 00:00:00
2017,Keeping Up With the Joneses,14/07/2017 00:00:00
2017,Outlaws And Angels,14/07/2017 00:00:00
2017,War for the Planet of the Apes,14/07/2017 00:00:00
2017,Hampstead,20/07/2017 00:00:00
2017,Dunkirk,21/07/2017 00:00:00
2017,The Black Prince,21/07/2017 00:00:00
2017,Arsenal,28/07/2017 00:00:00
2017,Berlin Syndrome,28/07/2017 00:00:00
2017,Max Steel,28/07/2017 00:00:00
2017,Solar Eclipse: Depth of Darkness,28/07/2017 00:00:00
2017,Trespass Against Us,28/07/2017 00:00:00
2017,USS Indianapolis: Men of Courage,28/07/2017 00:00:00
2017,Valerian and the City of a Thousand Planets,28/07/2017 00:00:00
2017,Atomic Blonde,11/08/2017 00:00:00
2017,Forest Coaster & Jack and Cat,11/08/2017 00:00:00
2017,Megan Leavey,11/08/2017 00:00:00
2017,The Emoji Movie,11/08/2017 00:00:00
2017,Annabelle: Creation,15/08/2017 00:00:00
2017,The Operative,18/08/2017 00:00:00
2017,Viceroy's House,18/08/2017 00:00:00
2017, YADVI- The Dignified Princess,25/08/2017 00:00:00
2017,An Inconvenient Sequel: Truth To Power,25/08/2017 00:00:00
2017,Birth of the Dragon,25/08/2017 00:00:00
2017,The Dark Tower,25/08/2017 00:00:00
2017,The Hitman's Bodyguard,25/08/2017 00:00:00
2017,Kidnap,31/08/2017 00:00:00
2017,Marvel's Inhumans,01/09/2017 00:00:00
2017,Replace,02/09/2017 00:00:00
2017,IT,08/09/2017 00:00:00
2017,Logan Lucky,08/09/2017 00:00:00
2017,One Heart: The A.R. Rahman Concert Film,08/09/2017 00:00:00
2017,The Nut Job 2: Nutty by Nature,08/09/2017 00:00:00
2017,Mother!,13/09/2017 00:00:00
2017,American Assassin,15/09/2017 00:00:00
2017,Terminator 2: Judgment Day,15/09/2017 00:00:00
2017,Lady Macbeth,21/09/2017 00:00:00
2017,Kingsman: The Golden Circle,22/09/2017 00:00:00
2017,Woodshock,22/09/2017 00:00:00
2017,Cause A Wizard & Dinosaur Era,23/09/2017 00:00:00
2017,The Wolf of Wall Street ,27/09/2017 00:00:00
2017,American Made,29/09/2017 00:00:00
2017,Birth of the Dragon,29/09/2017 00:00:00
2017,Blade Runner 2049,06/10/2017 00:00:00
2017,The Crucifixion,06/10/2017 00:00:00
2017,The Lego Ninjago Movie,06/10/2017 00:00:00
2017,David Gilmour Live At Pompeii,13/10/2017 00:00:00
2017,Dont Use,13/10/2017 00:00:00
2017,Happy Death Day,13/10/2017 00:00:00
2017,The Colour of Darkness,13/10/2017 00:00:00
2017,The Foreigner,13/10/2017 00:00:00
2017,Victoria and Abdul,13/10/2017 00:00:00
2017, Loving Vincent,27/10/2017 00:00:00
2017,Breathe,27/10/2017 00:00:00
2017,Geostorm,27/10/2017 00:00:00
2017,The Snowman,27/10/2017 00:00:00
2017,Brother Orange,03/11/2017 00:00:00
2017,Good Time,03/11/2017 00:00:00
2017,The Nanny,03/11/2017 00:00:00
2017,Thor: Ragnarok,03/11/2017 00:00:00
2017,A Bad Moms Christmas,10/11/2017 00:00:00
2017,Amityville: The Awakening,10/11/2017 00:00:00
2017,My Little Pony,10/11/2017 00:00:00
2017,The Mountain Between Us,10/11/2017 00:00:00
2017,Roller Coaster,16/11/2017 00:00:00
2017,Justice League,17/11/2017 00:00:00
2017,Maudie,17/11/2017 00:00:00
2017,Coco,24/11/2017 00:00:00
2017,Let It Snow,24/11/2017 00:00:00
2017,Murder on the Orient Express,24/11/2017 00:00:00
2017,Security,24/11/2017 00:00:00
2017,Singularity (2017),24/11/2017 00:00:00
2017,Thank You For Your Service,24/11/2017 00:00:00
2017,Bleed For This,30/11/2017 00:00:00
2017,Absurdistan,01/12/2017 00:00:00
2017,Candyflip,01/12/2017 00:00:00
2017,Finders Keepers,01/12/2017 00:00:00
2017,Suburbicon,01/12/2017 00:00:00
2017,Wonder,01/12/2017 00:00:00
2017,Wonder Wheel,01/12/2017 00:00:00
2017,Anna Karenina Vronskys Story,08/12/2017 00:00:00
2017,Borg McEnroe,08/12/2017 00:00:00
2017,Daddy's Home 2,08/12/2017 00:00:00
2017,Just Getting Started,08/12/2017 00:00:00
2017,Mark Felt,08/12/2017 00:00:00
2017,November Criminals,08/12/2017 00:00:00
2017,Paris Can Wait,08/12/2017 00:00:00
2017,Rebel in the Rye,08/12/2017 00:00:00
2017,Unlocked,08/12/2017 00:00:00
2017,Ferdinand,15/12/2017 00:00:00
2017,Hare Krishna,15/12/2017 00:00:00
2017,Star Wars: The Last Jedi,15/12/2017 00:00:00
2017,Ghost Town & Trike Coaster,16/12/2017 00:00:00
2017,Overspeed Fly & Horrific Track,16/12/2017 00:00:00
2017,Ballerina,29/12/2017 00:00:00
2017,Bitter Harvest,29/12/2017 00:00:00
2017,Boo! A Madea Halloween,29/12/2017 00:00:00
2017,Brawl in Cell Block 99,29/12/2017 00:00:00
2017,Captain Underpants: The First Epic Movie,29/12/2017 00:00:00
2017,Crossbreed,29/12/2017 00:00:00
2017,Death House,29/12/2017 00:00:00
2017,Detour,29/12/2017 00:00:00
2017,Don't Knock Twice,29/12/2017 00:00:00
2017,Fences,29/12/2017 00:00:00
2017,Gold,29/12/2017 00:00:00
2017,Jumanji: Welcome To The Jungle,29/12/2017 00:00:00
2017,Lavender,29/12/2017 00:00:00
2017,Officer Downe,29/12/2017 00:00:00
2017,Red Eye,29/12/2017 00:00:00
2017,Run the Tide,29/12/2017 00:00:00
2017,Sleepless,29/12/2017 00:00:00
2017,T2: Trainspotting 2,29/12/2017 00:00:00
2017,Table 19,29/12/2017 00:00:00
2017,The Greatest Showman,29/12/2017 00:00:00
2017,Wilson,29/12/2017 00:00:00
2017,Bloodrunners,31/12/2017 00:00:00
2017,Fist Fight,31/12/2017 00:00:00
2017,Flatliners,31/12/2017 00:00:00
2017,Gifted,31/12/2017 00:00:00
2017,Home Again,31/12/2017 00:00:00
2017,Jungle,31/12/2017 00:00:00
2017,Molly's Game,31/12/2017 00:00:00
2017,Only the Brave,31/12/2017 00:00:00
2017,Rock Dog,31/12/2017 00:00:00
2017,Salt And Fire,31/12/2017 00:00:00
2017,The Man Who Invented Christmas,31/12/2017 00:00:00
2017,Wild Roller Coaster,31/12/2017 00:00:00
2018,All the Money in the World,05/01/2018 00:00:00
2018,Insidious: The Last Key,05/01/2018 00:00:00
2018,Pitch Perfect 3,05/01/2018 00:00:00
2018,Downsizing,12/01/2018 00:00:00
2018,Paddington 2,12/01/2018 00:00:00
2018,The Post,12/01/2018 00:00:00
2018,Wish Upon,12/01/2018 00:00:00
2018,12 STRONG,19/01/2018 00:00:00
2018,Darkest Hour,19/01/2018 00:00:00
2018,The Commuter,19/01/2018 00:00:00
2018,Bleeding Steel,02/02/2018 00:00:00
2018,Den of Thieves,02/02/2018 00:00:00
2018,Maze Runner: The Death Cure,02/02/2018 00:00:00
2018,Phantom Thread,02/02/2018 00:00:00
2018,The 15:17 to Paris,09/02/2018 00:00:00
2018,The Boy and The World,09/02/2018 00:00:00
2018,Black Panther,16/02/2018 00:00:00
2018,Hostiles,16/02/2018 00:00:00
2018,The Shape of Water,16/02/2018 00:00:00
2018,The Window,16/02/2018 00:00:00
2018, Placebo Love Story,23/02/2018 00:00:00
2018,Game Night,23/02/2018 00:00:00
2018,"Three Billboards Outside Ebbing, Missouri",23/02/2018 00:00:00
2018,Death Wish,02/03/2018 00:00:00
2018,Lady Bird,02/03/2018 00:00:00
2018,Red Sparrow,02/03/2018 00:00:00
2018,Snowtime (3D),02/03/2018 00:00:00
2018,Hurricane Heist,09/03/2018 00:00:00
2018,The Argumentative Indian,09/03/2018 00:00:00
2018,Tomb Raider,09/03/2018 00:00:00
2018,Gringo,15/03/2018 00:00:00
2018,7 Days In Entebbe,16/03/2018 00:00:00
2018,The Square,16/03/2018 00:00:00
2018,24 Hours to Live,19/03/2018 00:00:00
2018,do not use,23/03/2018 00:00:00
2018,Mary Magdalene,23/03/2018 00:00:00
2018,Pacific Rim Uprising,23/03/2018 00:00:00
2018,Strangers: Prey at Night,23/03/2018 00:00:00
2018,Unsane,23/03/2018 00:00:00
2018,Ready Player One,29/03/2018 00:00:00
2018,Jigsaw,30/03/2018 00:00:00
2018,Ready Player One,30/03/2018 00:00:00
2018,The Florida Project,30/03/2018 00:00:00
2018,The Last Movie Star,30/03/2018 00:00:00
2018,The Valley,30/03/2018 00:00:00
2018, A Quiet Place,06/04/2018 00:00:00
2018,Basmati Blues,06/04/2018 00:00:00
2018,Midnight Sun,06/04/2018 00:00:00
2018,Monster Hunt 2,06/04/2018 00:00:00
2018,Peter Rabbit,06/04/2018 00:00:00
2018,An Ordinary Man,13/04/2018 00:00:00
2018,Rampage,13/04/2018 00:00:00
2018,Marrowbone,20/04/2018 00:00:00
2018,Project Papa,20/04/2018 00:00:00
2018,Submergence,20/04/2018 00:00:00
2018,Truth or Dare,20/04/2018 00:00:00
2018,Avengers: Infinity War,27/04/2018 00:00:00
2018,Blue Planet II: One Ocean & The Deep,18/05/2018 00:00:00
2018,Deadpool 2,18/05/2018 00:00:00
2018,The Escape of Prisoner 614,18/05/2018 00:00:00
2018,Blazing Samurai,25/05/2018 00:00:00
2018,Book Club,25/05/2018 00:00:00
2018,Solo: A Star Wars Story,25/05/2018 00:00:00
2018,Michelangelo Love & Death,26/05/2018 00:00:00
2018,Action Point,01/06/2018 00:00:00
2018,"Love, Simon",01/06/2018 00:00:00
2018,Richard The Lionheart Rebellion ,01/06/2018 00:00:00
2018,You Were Never Really Here,01/06/2018 00:00:00
2018,Jurassic World: Fallen Kingdom,07/06/2018 00:00:00
2018,Leonardo,09/06/2018 00:00:00
2018,Hereditary,21/06/2018 00:00:00
2018,Dont Use,22/06/2018 00:00:00
2018,Incredibles 2,22/06/2018 00:00:00
2018,Ocean's 8,22/06/2018 00:00:00
2018,Escape Plan 2: Hades,29/06/2018 00:00:00
2018,Colours of Life,06/07/2018 00:00:00
2018,For Here Or To Go?,06/07/2018 00:00:00
2018,Isle of Dogs,06/07/2018 00:00:00
2018,Sicario: Day of the Soldado,06/07/2018 00:00:00
2018,TAG,06/07/2018 00:00:00
2018,Uncle Drew,06/07/2018 00:00:00
2018,Ant-Man and the Wasp,13/07/2018 00:00:00
2018,Hotel Artemis,13/07/2018 00:00:00
2018,Hotel Transylvania 3: A Monster Vacation,20/07/2018 00:00:00
2018,Skyscraper,20/07/2018 00:00:00
2018,Mission: Impossible - Fallout,27/07/2018 00:00:00
2018,Teen Titans Go! To the Movies,27/07/2018 00:00:00
2018,Muse Drones World Tour,29/07/2018 00:00:00
2018,Adrift,03/08/2018 00:00:00
2018,Mamma Mia! Here We Go Again,03/08/2018 00:00:00
2018,Summer Holidays,03/08/2018 00:00:00
2018,The Darkest Minds,03/08/2018 00:00:00
2018,Christopher Robin,10/08/2018 00:00:00
2018,The Meg,10/08/2018 00:00:00
2018,The Spy Who Dumped Me,10/08/2018 00:00:00
2018,Vincent Van Gogh - A New Way of Seeing,11/08/2018 00:00:00
2018,Alpha,24/08/2018 00:00:00
2018,Blue Jean Blues,24/08/2018 00:00:00
2018,Mile 22,24/08/2018 00:00:00
2018,The Stolen Princess,24/08/2018 00:00:00
2018,Papillon,31/08/2018 00:00:00
2018,Renegades,31/08/2018 00:00:00
2018,Searching,31/08/2018 00:00:00
2018,Terrific Dinosaur and Wild Coaster,31/08/2018 00:00:00
2018,The Answer,31/08/2018 00:00:00
2018,The House of Dead and Zombie Train,31/08/2018 00:00:00
2018,The Nun,07/09/2018 00:00:00
2018,The Predator,13/09/2018 00:00:00
2018,Destination Wedding,14/09/2018 00:00:00
2018,India vs Pakistan Match Screening (Asia Cup),19/09/2018 00:00:00
2018,Early Man,21/09/2018 00:00:00
2018,III Smoking Barrels,21/09/2018 00:00:00
2018,The Equalizer 2,21/09/2018 00:00:00
2018,The House With A Clock In Its Walls,21/09/2018 00:00:00
2018,Cristiano Ronaldo - The World At His Feet,22/09/2018 00:00:00
2018,City of Lies,28/09/2018 00:00:00
2018,Johnny English Strikes Again,28/09/2018 00:00:00
2018,Night School,28/09/2018 00:00:00
2018,Old Man & The Gun,28/09/2018 00:00:00
2018,Peppermint,28/09/2018 00:00:00
2018,Slender Man,28/09/2018 00:00:00
2018,Smallfoot,28/09/2018 00:00:00
2018,The First Purge,28/09/2018 00:00:00
2018,A Star Is Born,05/10/2018 00:00:00
2018,Bad Times At The El Royale,05/10/2018 00:00:00
2018,Venom,05/10/2018 00:00:00
2018,First Man,12/10/2018 00:00:00
2018,Friends In Law,13/10/2018 00:00:00
2018,Can You Ever Forgive Me?,19/10/2018 00:00:00
2018,Mowgli,19/10/2018 00:00:00
2018,The Hate U Give,19/10/2018 00:00:00
2018,Crazy Rich Asians,26/10/2018 00:00:00
2018,Goosebumps 2: Haunted Halloween,26/10/2018 00:00:00
2018,Halloween,26/10/2018 00:00:00
2018,Hunter Killer,26/10/2018 00:00:00
2018,Kin,26/10/2018 00:00:00
2018,Patient Zero,26/10/2018 00:00:00
2018,Puzzle,26/10/2018 00:00:00
2018,Reprisal,26/10/2018 00:00:00
2018,White Boy Rick,31/10/2018 00:00:00
2018, X-Men: Dark Phoenix,02/11/2018 00:00:00
2018,A Private War,02/11/2018 00:00:00
2018,Bohemian Rhapsody,02/11/2018 00:00:00
2018,The Nutcracker and the Four Realms,02/11/2018 00:00:00
2018,Overlord,09/11/2018 00:00:00
2018,The Grinch,09/11/2018 00:00:00
2018,Fantastic Beasts: The Crimes of Grindelwald,16/11/2018 00:00:00
2018,Widows,16/11/2018 00:00:00
2018, Robin Hood,21/11/2018 00:00:00
2018,Second Act,21/11/2018 00:00:00
2018,Welcome to Marwen,21/11/2018 00:00:00
2018,Blaze,23/11/2018 00:00:00
2018,Ralph Breaks The Internet: Wreck it Ralph 2,23/11/2018 00:00:00
2018,The Girl In The Spider's Web,23/11/2018 00:00:00
2018,Cadaver,29/11/2018 00:00:00
2018,A Simple Favor,30/11/2018 00:00:00
2018,Creed 2,30/11/2018 00:00:00
2018,Serenity,30/11/2018 00:00:00
2018,The Wedding Guest,30/11/2018 00:00:00
2018,Best F(R)Iends,07/12/2018 00:00:00
2018,Keep Watching,07/12/2018 00:00:00
2018,LAbyrinth,07/12/2018 00:00:00
2018,Personal Shopper,07/12/2018 00:00:00
2018,The Disappointments Room,07/12/2018 00:00:00
2018,Under the Silver Lake,07/12/2018 00:00:00
2018,Aquaman,14/12/2018 00:00:00
2018,Holmes and Watson,14/12/2018 00:00:00
2018,Mortal Engines,14/12/2018 00:00:00
2018,Spider-Man: Into The Spider-Verse,14/12/2018 00:00:00
2018,Alita: Battle Angel,21/12/2018 00:00:00
2018,Call Me by Your Name,21/12/2018 00:00:00
2018,Marshall,21/12/2018 00:00:00
2018,Mary Queen Of Scots,21/12/2018 00:00:00
2018,"Roman J. Israel, Esq.",21/12/2018 00:00:00
2018,Sherlock Gnomes,24/12/2018 00:00:00
2018, Life of the Party,28/12/2018 00:00:00
2018,All Nighter,28/12/2018 00:00:00
2018,Black Butterfly,28/12/2018 00:00:00
2018,Breaking And Exiting,28/12/2018 00:00:00
2018,Bumblebee,28/12/2018 00:00:00
2018,Colette,28/12/2018 00:00:00
2018,Dear Dictator,28/12/2018 00:00:00
2018,Disobedience,28/12/2018 00:00:00
2018,"Extremely Wicked, Shockingly Evil and Vile",28/12/2018 00:00:00
2018,Gandhi Memorabilia,28/12/2018 00:00:00
2018,He's Out There,28/12/2018 00:00:00
2018,I Kill Giants,28/12/2018 00:00:00
2018,"I, Tonya",28/12/2018 00:00:00
2018,Kings,28/12/2018 00:00:00
2018,Mary Poppins Returns,28/12/2018 00:00:00
2018,Mudbound,28/12/2018 00:00:00
2018,Phoenix Forgotten,28/12/2018 00:00:00
2018,Siberia,28/12/2018 00:00:00
2018,Snatched,28/12/2018 00:00:00
2018,Swords and Sceptres,28/12/2018 00:00:00
2018,The Disaster Artist,28/12/2018 00:00:00
2018,The Extraordinary Journey of the Fakir,28/12/2018 00:00:00
2018,The House of Tomorrow,28/12/2018 00:00:00
2018,The Little Stranger,28/12/2018 00:00:00
2018,The Ottoman Lieutenant,28/12/2018 00:00:00
2018,The Shack,28/12/2018 00:00:00
2018,The Shadow Within,28/12/2018 00:00:00
2018,The Star,28/12/2018 00:00:00
2018,The Wall,28/12/2018 00:00:00
2018,Tully,28/12/2018 00:00:00
2018,War On Everyone,28/12/2018 00:00:00
2018,We Didn't Kill Mia,28/12/2018 00:00:00
2018,Winchester,28/12/2018 00:00:00
2018,Sheene,30/12/2018 00:00:00
2018,A Kid Like Jake,31/12/2018 00:00:00
2018,A Wrinkle in Time,31/12/2018 00:00:00
2018,Annihilation,31/12/2018 00:00:00
2018,Battle Of The Sexes,31/12/2018 00:00:00
2018,Blockers,31/12/2018 00:00:00
2018,Crooked House,31/12/2018 00:00:00
2018,Definition of Fear,31/12/2018 00:00:00
2018,Extinction,31/12/2018 00:00:00
2018,Father Figures,31/12/2018 00:00:00
2018,Fifty Shades Darker,31/12/2018 00:00:00
2018,God Particle,31/12/2018 00:00:00
2018,Gotti,31/12/2018 00:00:00
2018,Hotel Mumbai,31/12/2018 00:00:00
2018,Polaroid,31/12/2018 00:00:00
2018,Proud Mary,31/12/2018 00:00:00
2018,Superfly,31/12/2018 00:00:00
2018,Terminal,31/12/2018 00:00:00
2018,The Current War,31/12/2018 00:00:00
2018,The Little Mermaid,31/12/2018 00:00:00
2018,Upgrade,31/12/2018 00:00:00
2018,Wingmen,31/12/2018 00:00:00
